iter	RMSE
614	0.01671687431
615	0.01662635241
616	0.01653479271
617	0.01644380891
618	0.01635471633
619	0.01626495157
620	0.01617564891
621	0.01608822057
622	0.01600157833
623	0.01591400967
624	0.01582699375
625	0.01574042425
626	0.01565449411
627	0.01557029616
628	0.01548684635
629	0.01540250336
630	0.01531988531
631	0.01523779692
632	0.0151562352
633	0.01507519719
634	0.01499483652
635	0.0149134864
636	0.0148327374
637	0.01475241005
638	0.01467267694
639	0.0145933609
640	0.01451583497
641	0.01443880989
642	0.01436241093
643	0.01428635723
644	0.01421079656
645	0.01413572618
646	0.01406114333
647	0.01398713926
648	0.01391351046
649	0.01384036117
650	0.01376768871
651	0.01369549041
652	0.0136238158
653	0.01355254543
654	0.01348174143
655	0.01341140121
656	0.01334152217
657	0.01327211348
658	0.013203137
659	0.01313461414
660	0.01306654238
661	0.01299891919
662	0.0129317147
663	0.01286496944
664	0.01279866542
665	0.01273279686
666	0.01266735769
667	0.01260234924
668	0.01253770893
669	0.01247354284
670	0.01240980047
671	0.01234647585
672	0.01228350102
673	0.01222100397
674	0.01215891784
675	0.012097244
676	0.01203597662
677	0.01197503024
678	0.01191456792
679	0.0118545054
680	0.01179484408
681	0.01173548222
682	0.01167660485
683	0.01161812217
684	0.0115600285
685	0.01150232523
686	0.01144489316
687	0.01138795251
688	0.01133139593
689	0.01127521785
690	0.01121929334
532762
639	0.0006043132039
640	0.0006012884392
641	0.0005982789053
642	0.0005952845261
643	0.0005923052255
644	0.0005893409283
645	0.0005863915591
646	0.0005834570433
647	0.0005805373065
648	0.0005776322748
649	0.0005747418744
650	0.0005718660322
651	0.0005690046754
652	0.0005661577313
653	0.0005633251278
654	0.0005605067932
655	0.0005577026561
656	0.0005549126454
657	0.0005521366903
658	0.0005493747206
659	0.0005466266663
660	0.0005438924577
661	0.0005411720256
662	0.0005384653009
663	0.0005357722152
664	0.0005330927002
665	0.000530426688
666	0.000527774111
667	0.000525134902
668	0.0005225089942
669	0.000519896321
670	0.0005172968162
671	0.000514710414
672	0.0005121370487
673	0.0005095766552
674	0.0005070291687
675	0.0005044945246
676	0.0005019726585
677	0.0004994635068
678	0.0004969670057
679	0.000494483092
680	0.0004920117028
681	0.0004895290578
682	0.0004870590509
683	0.000484601617
684	0.0004821566912
685	0.000479724209
686	0.0004773041062
687	0.000474896319
688	0.0004725007839
689	0.0004701174377
690	0.0004677462177
691	0.0004653870613
692	0.0004630399065
693	0.0004607046913
694	0.0004583813543
695	0.0004560698343
696	0.0004537700706
697	0.0004514820025
698	0.0004492055698
699	0.0004469407128
700	0.0004446873719
701	0.0004424454877
702	0.0004402150014
703	0.0004379958544
704	0.0004357879883
705	0.0004335913452
706	0.0004314058674
707	0.0004292314975
708	0.0004270681783
709	0.0004249158532
710	0.0004227744657
711	0.0004206439595
712	0.0004185242788
713	0.000416415368
714	0.0004143171718
715	0.0004122296353
716	0.0004101527036
717	0.0004080863224
718	0.0004060304376
719	0.0004039849952
720	0.0004019499418
721	0.000399925224
722	0.0003979107889
723	0.0003959065837
724	0.000393912556
725	0.0003919286536
726	0.0003899548246
727	0.0003879910175
728	0.0003860371807
729	0.0003840932634
730	0.0003821592146
731	0.0003802349838
732	0.0003783205208
733	0.0003764157756
734	0.0003745206983
735	0.0003726352395
736	0.00037075935
737	0.0003688929808
738	0.0003670360832
739	0.0003651886087
740	0.0003633505092
741	0.0003615217367
742	0.0003597022434
743	0.0003578919821
744	0.0003560909053
745	0.0003542989663
746	0.0003525161182
747	0.0003507423147
748	0.0003489775095
749	0.0003472216567
750	0.0003454747105
751	0.0003437366254
752	0.0003420073561
753	0.0003402868577
754	0.0003385750854
755	0.0003368719946
756	0.000335177541
757	0.0003334916806
758	0.0003318143693
759	0.0003301455638
760	0.0003284852204
761	0.0003268332962
762	0.0003251897481
763	0.0003235545334
764	0.0003219276096
765	0.0003203089345
766	0.000318698466
767	0.0003170961622
768	0.0003155019815
769	0.0003139158827
770	0.0003123378243
771	0.0003107677656
772	0.0003092056657
773	0.0003076514841
774	0.0003061051805
775	0.0003045667147
776	0.0003030360469
777	0.0003015131373
778	0.0002999979464
779	0.000298490435
780	0.000296990564
781	0.0002954982944
782	0.0002940135876
783	0.0002925364052
784	0.0002910667088
785	0.0002896044603
786	0.000288149622
787	0.000286702156
788	0.000285262025
789	0.0002838291915
790	0.0002824036186
791	0.0002809852693
792	0.0002795741069
793	0.0002781700948
794	0.0002767731968
795	0.000275389987
796	0.0002740071127
797	0.0002726312452
798	0.0002712623488
799	0.0002699067416
800	0.0002685515873
801	0.0002672032989
802	0.0002658680376
803	0.0002645332839
804	0.0002632052928
805	0.0002618840297
806	0.0002605754103
807	0.0002592674102
808	0.0002579660368
809	0.0002566770556
810	0.0002553887449
811	0.0002541069612
812	0.0002528316712
813	0.0002515684045
814	0.000250305915
815	0.0002490498214
816	0.0002478055099
817	0.0002465620237
818	0.0002453248372
819	0.0002440991954
820	0.0002428744262
821	0.0002416558616
822	0.0002404486086
823	0.000239242274
824	0.0002380420507
825	0.0002368529097
826	0.000235664732
827	0.0002344825735
828	0.0002333112719
829	0.0002321409774
830	0.0002309766114
831	0.0002298228807
832	0.0002286701998
833	0.0002275233584
834	0.000226386934
835	0.0002252516015
836	0.0002241220204
837	0.0002230026419
838	0.0002218843963
839	0.0002207718156
840	0.0002196692265
841	0.0002185678103
842	0.0002174719739
843	0.0002163859214
844	0.0002153010813
845	0.0002142217369
846	0.0002131519721
847	0.0002120834583
848	0.0002110203576
849	0.0002099666354
850	0.0002089142021
851	0.0002078710527
852	0.0002068291794
853	0.0002057925843
854	0.0002047650773
855	0.0002037388831
856	0.0002027178878
857	0.0002017057877
858	0.0002006950365
859	0.0001996930911
860	0.0001986924811
861	0.0001976969405
862	0.0001967100175
863	0.0001957244653
864	0.0001947439063
865	0.0001937717797
866	0.0001928010586
867	0.000191838685
868	0.0001908777028
869	0.0001899215896
870	0.0001889736432
871	0.0001880271222
872	0.000187085397
873	0.0001861516607
874	0.0001852193832
875	0.0001842950142
876	0.0001833720895
877	0.0001824538412
878	0.0001815433277
879	0.0001806342913
880	0.0001797329117
881	0.0001788329946
882	0.0001779376376
883	0.0001770497679
884	0.0001761633928
885	0.0001752844296
886	0.0001744069462
887	0.0001735339094
888	0.000172668119
889	0.0001718038399
890	0.0001709467342
891	0.0001700911249
892	0.0001692398517
893	0.00016839559
894	0.000167552856
895	0.0001667170628
896	0.0001658827821
897	0.0001650553725
898	0.0001642294601
899	0.0001634077336
900	0.0001625927217
901	0.0001617792377
902	0.0001609724006
903	0.000160167076
904	0.0001593658334
905	0.0001585710847
906	0.0001577778788
907	0.0001569911013
908	0.0001562058513
909	0.0001554269652
910	0.0001546495911
911	0.0001538761578
912	0.0001531089399
913	0.0001523432639
914	0.0001515837408
915	0.0001508257443
916	0.0001500715906
917	0.0001493234447
918	0.0001485768548
919	0.0001478362121
920	0.0001470971101
921	0.0001463638954
922	0.000145632206
923	0.0001449042266
924	0.0001441819935
925	0.0001434613151
926	0.0001427463252
927	0.0001420328745
928	0.000141325055
929	0.0001406187593
930	0.0001399160453
931	0.0001392188258
932	0.0001385231592
933	0.0001378329316
934	0.0001371442416
935	0.0001364609359
936	0.0001357791523
937	0.000135102699
938	0.0001344277525
939	0.0001337562295
940	0.0001330899048
941	0.000132425116
942	0.0001317654731
943	0.0001311073508
944	0.0001304543227
945	0.0001298028001
946	0.0001291563204
947	0.0001285113311
948	0.0001278696139
949	0.0001272328125
950	0.0001265975303
951	0.0001259671144
952	0.0001253382026
953	0.0001247141081
954	0.0001240915026
955	0.0001234736662
956	0.0001228573037
957	0.0001222440689
958	0.0001216354804
959	0.0001210283947
960	0.0001204259084
961	0.0001198249101
962	0.0001192284649
963	0.0001186334927
964	0.0001180430279
965	0.0001174540215
966	0.0001168680046
967	0.0001162863765
968	0.0001157062355
969	0.0001151304391
970	0.0001145561151
971	0.0001139860917
972	0.0001134175262
973	0.0001128532181
974	0.0001122903533
975	0.0001117317031
976	0.0001111744817
977	0.0001106200895
978	0.0001100697981
979	0.0001095209644
980	0.0001089761901
981	0.0001084328591
982	0.0001078935466
983	0.0001073556631
984	0.0001068217576
985	0.0001062892669
986	0.0001057607142
987	0.000105233562
988	0.0001047103085
989	0.0001041884413
990	0.000103669225
991	0.0001031537985
992	0.0001026397877
993	0.0001021295285
994	0.0001016206709
995	0.0001011155271
996	0.000100611771
997	0.0001001116914
998	9.961298557e-05
999	9.911791926e-05
